year,base_cost,cost_per_animal,nvacc,prop_willing,charged,Commune,new_cost
2018,4041.15,0.5095537137392413,3137,0.37894736842105264,3000,Andasibe,3.244222238905961
2018,4041.15,0.5095537137392413,3137,0.29473684210526313,3500,Andasibe,4.064625075334477
2018,4041.15,0.5095537137392413,3137,0.29473684210526313,4000,Andasibe,3.9137499998969387
2018,4041.15,0.5095537137392413,3137,0.21052631578947367,4500,Andasibe,5.511175165818299
2018,4041.15,0.5095537137392413,3137,0.21052631578947367,5000,Andasibe,5.360300090380761
2018,4041.15,0.5095537137392413,3137,0,5500,Andasibe,Inf
2018,4041.15,0.5095537137392413,3137,0,6000,Andasibe,Inf
2018,4041.15,0.5095537137392413,3137,0,6500,Andasibe,Inf
2018,4041.15,0.5095537137392413,3137,0,7000,Andasibe,Inf
2018,4041.15,0.5095537137392413,3137,0,7500,Andasibe,Inf
2018,4041.15,0.5095537137392413,3137,0,8000,Andasibe,Inf
2018,4041.15,0.5095537137392413,3137,0,8500,Andasibe,Inf
2018,4041.15,0.5095537137392413,3137,0,9000,Andasibe,Inf
2018,4041.15,0.5095537137392413,3137,0,9500,Andasibe,Inf
2018,4041.15,0.5095537137392413,3137,0,10000,Andasibe,Inf
2018,4041.15,0.5095537137392413,3137,0,10500,Andasibe,Inf
2018,4041.15,0.5095537137392413,3137,0,11000,Andasibe,Inf
2018,4041.15,0.5095537137392413,3137,0,11500,Andasibe,Inf
2018,4041.15,0.5095537137392413,3137,0,12000,Andasibe,Inf
2018,4041.15,0.5095537137392413,3137,0,12500,Andasibe,Inf
2018,4041.15,0.5095537137392413,3137,0,13000,Andasibe,Inf
2018,4041.15,0.5095537137392413,3137,0,13500,Andasibe,Inf
2018,4041.15,0.5095537137392413,3137,0,14000,Andasibe,Inf
2018,4041.15,0.5095537137392413,3137,0,14500,Andasibe,Inf
2018,4041.15,0.5095537137392413,3137,0,15000,Andasibe,Inf
2018,4041.15,0.5095537137392413,3137,0,15500,Andasibe,Inf
2018,4041.15,0.5095537137392413,3137,0,16000,Andasibe,Inf
2018,4041.15,0.5095537137392413,3137,1,0,Moramanga,2.038221230474976
2018,4041.15,0.5095537137392413,3137,0.9932088285229203,500,Moramanga,1.8961545053312845
2018,4041.15,0.5095537137392413,3137,0.9567062818336163,1000,Moramanga,1.7947668052025836
2018,4041.15,0.5095537137392413,3137,0.83276740237691,1500,Moramanga,1.8442907874483672
2018,4041.15,0.5095537137392413,3137,0.8310696095076401,2000,Moramanga,1.6965759081574299
2018,4041.15,0.5095537137392413,3137,0.7071307300509337,2500,Moramanga,1.8173828575056152
2018,4041.15,0.5095537137392413,3137,0.7011884550084889,3000,Moramanga,1.6819464111756477
2018,4041.15,0.5095537137392413,3137,0.6434634974533107,3500,Moramanga,1.6958858301160253
2018,4041.15,0.5095537137392413,3137,0.6434634974533107,4000,Moramanga,1.5450107546784873
2018,4041.15,0.5095537137392413,3137,0.6230899830220713,4500,Moramanga,1.459596541088757
2018,4041.15,0.5095537137392413,3137,0.6230899830220713,5000,Moramanga,1.3087214656512194
2018,4041.15,0.5095537137392413,3137,0.028862478777589132,5500,Moramanga,43.72345092017292
2018,4041.15,0.5095537137392413,3137,0.028862478777589132,6000,Moramanga,43.57257584473539
2018,4041.15,0.5095537137392413,3137,0.025466893039049237,6500,Moramanga,49.37277766929599
2018,4041.15,0.5095537137392413,3137,0.025466893039049237,7000,Moramanga,49.22190259385845
2018,4041.15,0.5095537137392413,3137,0.02461799660441426,7500,Moramanga,50.815308678765504
2018,4041.15,0.5095537137392413,3137,0.02461799660441426,8000,Moramanga,50.66443360332797
2018,4041.15,0.5095537137392413,3137,0.022920203735144314,8500,Moramanga,54.38973888421077
2018,4041.15,0.5095537137392413,3137,0.022920203735144314,9000,Moramanga,54.23886380877323
2018,4041.15,0.5095537137392413,3137,0.022920203735144314,9500,Moramanga,54.08798873333569
2018,4041.15,0.5095537137392413,3137,0.022920203735144314,10000,Moramanga,53.93711365789816
2018,4041.15,0.5095537137392413,3137,8.488964346349745e-4,10500,Moramanga,1515.1062329153226
2018,4041.15,0.5095537137392413,3137,8.488964346349745e-4,11000,Moramanga,1514.955357839885
2018,4041.15,0.5095537137392413,3137,8.488964346349745e-4,11500,Moramanga,1514.8044827644476
2018,4041.15,0.5095537137392413,3137,8.488964346349745e-4,12000,Moramanga,1514.65360768901
2018,4041.15,0.5095537137392413,3137,8.488964346349745e-4,12500,Moramanga,1514.5027326135723
2018,4041.15,0.5095537137392413,3137,8.488964346349745e-4,13000,Moramanga,1514.351857538135
2018,4041.15,0.5095537137392413,3137,8.488964346349745e-4,13500,Moramanga,1514.2009824626975
2018,4041.15,0.5095537137392413,3137,8.488964346349745e-4,14000,Moramanga,1514.05010738726
2018,4041.15,0.5095537137392413,3137,8.488964346349745e-4,14500,Moramanga,1513.8992323118223
2018,4041.15,0.5095537137392413,3137,8.488964346349745e-4,15000,Moramanga,1513.7483572363847
2018,4041.15,0.5095537137392413,3137,0,15500,Moramanga,Inf
2018,4041.15,0.5095537137392413,3137,0,16000,Moramanga,Inf
2019,1398.4099999999999,0.8016771488469602,2385,1,0,Overall,1.336335429769392
2019,1398.4099999999999,0.8016771488469602,2385,0.993421052631579,500,Overall,1.1893433704230423
2019,1398.4099999999999,0.8016771488469602,2385,0.9583333333333334,1000,Overall,1.0600781236668988
2019,1398.4099999999999,0.8016771488469602,2385,0.8055555555555556,1500,Overall,1.0252394451252527
2019,1398.4099999999999,0.8016771488469602,2385,0.804093567251462,2000,Overall,0.8756877599994201
2019,1398.4099999999999,0.8016771488469602,2385,0.6615497076023392,2500,Overall,0.8819305542206297
2019,1398.4099999999999,0.8016771488469602,2385,0.6564327485380117,3000,Overall,0.7379643223464086
2019,1398.4099999999999,0.8016771488469602,2385,0.5950292397660819,3500,Overall,0.6792637445717915
2019,1398.4099999999999,0.8016771488469602,2385,0.5950292397660819,4000,Overall,0.5283886691342538
2019,1398.4099999999999,0.8016771488469602,2385,0.5657894736842105,4500,Overall,0.4284381039103884
2019,1398.4099999999999,0.8016771488469602,2385,0.5657894736842105,5000,Overall,0.2775630284728507
2019,1398.4099999999999,0.8016771488469602,2385,0.024853801169590642,5500,Overall,22.681752638555537
2019,1398.4099999999999,0.8016771488469602,2385,0.024853801169590642,6000,Overall,22.530877563117997
2019,1398.4099999999999,0.8016771488469602,2385,0.021929824561403508,6500,Overall,25.525519616796444
2019,1398.4099999999999,0.8016771488469602,2385,0.021929824561403508,7000,Overall,25.374644541358908
2019,1398.4099999999999,0.8016771488469602,2385,0.021198830409356724,7500,Overall,26.145731383075812
2019,1398.4099999999999,0.8016771488469602,2385,0.021198830409356724,8000,Overall,25.994856307638276
2019,1398.4099999999999,0.8016771488469602,2385,0.019736842105263157,8500,Overall,27.892785492544476
2019,1398.4099999999999,0.8016771488469602,2385,0.019736842105263157,9000,Overall,27.741910417106936
2019,1398.4099999999999,0.8016771488469602,2385,0.019736842105263157,9500,Overall,27.5910353416694
2019,1398.4099999999999,0.8016771488469602,2385,0.019736842105263157,10000,Overall,27.440160266231864
2019,1398.4099999999999,0.8016771488469602,2385,7.309941520467836e-4,10500,Overall,799.6884913402959
2019,1398.4099999999999,0.8016771488469602,2385,7.309941520467836e-4,11000,Overall,799.5376162648583
2019,1398.4099999999999,0.8016771488469602,2385,7.309941520467836e-4,11500,Overall,799.3867411894207
2019,1398.4099999999999,0.8016771488469602,2385,7.309941520467836e-4,12000,Overall,799.2358661139832
2019,1398.4099999999999,0.8016771488469602,2385,7.309941520467836e-4,12500,Overall,799.0849910385458
2019,1398.4099999999999,0.8016771488469602,2385,7.309941520467836e-4,13000,Overall,798.9341159631082
2019,1398.4099999999999,0.8016771488469602,2385,7.309941520467836e-4,13500,Overall,798.7832408876707
2019,1398.4099999999999,0.8016771488469602,2385,7.309941520467836e-4,14000,Overall,798.6323658122332
2019,1398.4099999999999,0.8016771488469602,2385,7.309941520467836e-4,14500,Overall,798.4814907367955
2019,1398.4099999999999,0.8016771488469602,2385,7.309941520467836e-4,15000,Overall,798.330615661358
2019,1398.4099999999999,0.8016771488469602,2385,0,15500,Overall,Inf
2019,1398.4099999999999,0.8016771488469602,2385,0,16000,Overall,Inf
2019,1398.4099999999999,0.8016771488469602,2385,1,0,Andasibe,1.336335429769392
2019,1398.4099999999999,0.8016771488469602,2385,0.9947368421052631,500,Andasibe,1.188562658193068
2019,1398.4099999999999,0.8016771488469602,2385,0.968421052631579,1000,Andasibe,1.0537049124737532
2019,1398.4099999999999,0.8016771488469602,2385,0.6368421052631579,1500,Andasibe,1.218066770845936
2019,1398.4099999999999,0.8016771488469602,2385,0.6368421052631579,2000,Andasibe,1.0671916954083982
2019,1398.4099999999999,0.8016771488469602,2385,0.37894736842105264,2500,Andasibe,1.542898673592651
2019,1398.4099999999999,0.8016771488469602,2385,0.37894736842105264,3000,Andasibe,1.3920235981551135
2019,1398.4099999999999,0.8016771488469602,2385,0.29473684210526313,3500,Andasibe,1.6832268229405303
2019,1398.4099999999999,0.8016771488469602,2385,0.29473684210526313,4000,Andasibe,1.532351747502992
2019,1398.4099999999999,0.8016771488469602,2385,0.21052631578947367,4500,Andasibe,2.177217612466772
2019,1398.4099999999999,0.8016771488469602,2385,0.21052631578947367,5000,Andasibe,2.0263425370292345
2019,1398.4099999999999,0.8016771488469602,2385,0,5500,Andasibe,Inf
2019,1398.4099999999999,0.8016771488469602,2385,0,6000,Andasibe,Inf
2019,1398.4099999999999,0.8016771488469602,2385,0,6500,Andasibe,Inf
2019,1398.4099999999999,0.8016771488469602,2385,0,7000,Andasibe,Inf
2019,1398.4099999999999,0.8016771488469602,2385,0,7500,Andasibe,Inf
2019,1398.4099999999999,0.8016771488469602,2385,0,8000,Andasibe,Inf
2019,1398.4099999999999,0.8016771488469602,2385,0,8500,Andasibe,Inf
2019,1398.4099999999999,0.8016771488469602,2385,0,9000,Andasibe,Inf
2019,1398.4099999999999,0.8016771488469602,2385,0,9500,Andasibe,Inf
2019,1398.4099999999999,0.8016771488469602,2385,0,10000,Andasibe,Inf
2019,1398.4099999999999,0.8016771488469602,2385,0,10500,Andasibe,Inf
2019,1398.4099999999999,0.8016771488469602,2385,0,11000,Andasibe,Inf
2019,1398.4099999999999,0.8016771488469602,2385,0,11500,Andasibe,Inf
2019,1398.4099999999999,0.8016771488469602,2385,0,12000,Andasibe,Inf
2019,1398.4099999999999,0.8016771488469602,2385,0,12500,Andasibe,Inf
2019,1398.4099999999999,0.8016771488469602,2385,0,13000,Andasibe,Inf
2019,1398.4099999999999,0.8016771488469602,2385,0,13500,Andasibe,Inf
2019,1398.4099999999999,0.8016771488469602,2385,0,14000,Andasibe,Inf
2019,1398.4099999999999,0.8016771488469602,2385,0,14500,Andasibe,Inf
2019,1398.4099999999999,0.8016771488469602,2385,0,15000,Andasibe,Inf
2019,1398.4099999999999,0.8016771488469602,2385,0,15500,Andasibe,Inf
2019,1398.4099999999999,0.8016771488469602,2385,0,16000,Andasibe,Inf
2019,1398.4099999999999,0.8016771488469602,2385,1,0,Moramanga,1.336335429769392
2019,1398.4099999999999,0.8016771488469602,2385,0.9932088285229203,500,Moramanga,1.1894694854755765
2019,1398.4099999999999,0.8016771488469602,2385,0.9567062818336163,1000,Moramanga,1.0611186479433308
2019,1398.4099999999999,0.8016771488469602,2385,0.83276740237691,1500,Moramanga,1.0014554426663305
2019,1398.4099999999999,0.8016771488469602,2385,0.8310696095076401,2000,Moramanga,0.8520187342747151
2019,1398.4099999999999,0.8016771488469602,2385,0.7071307300509337,2500,Moramanga,0.8248000565078024
2019,1398.4099999999999,0.8016771488469602,2385,0.7011884550084889,3000,Moramanga,0.6809518915253109
2019,1398.4099999999999,0.8016771488469602,2385,0.6434634974533107,3500,Moramanga,0.6050923298110404
2019,1398.4099999999999,0.8016771488469602,2385,0.6434634974533107,4000,Moramanga,0.45421725437350274
2019,1398.4099999999999,0.8016771488469602,2385,0.6230899830220713,4500,Moramanga,0.33313676829423655
2019,1398.4099999999999,0.8016771488469602,2385,0.6230899830220713,5000,Moramanga,0.18226169285669894
2019,1398.4099999999999,0.8016771488469602,2385,0.028862478777589132,5500,Moramanga,19.40517229572661
2019,1398.4099999999999,0.8016771488469602,2385,0.028862478777589132,6000,Moramanga,19.25429722028907
2019,1398.4099999999999,0.8016771488469602,2385,0.025466893039049237,6500,Moramanga,21.812061894923506
2019,1398.4099999999999,0.8016771488469602,2385,0.025466893039049237,7000,Moramanga,21.66118681948597
2019,1398.4099999999999,0.8016771488469602,2385,0.02461799660441426,7500,Moramanga,22.304223394931547
2019,1398.4099999999999,0.8016771488469602,2385,0.02461799660441426,8000,Moramanga,22.153348319494008
2019,1398.4099999999999,0.8016771488469602,2385,0.022920203735144314,8500,Moramanga,23.76672135713006
2019,1398.4099999999999,0.8016771488469602,2385,0.022920203735144314,9000,Moramanga,23.61584628169252
2019,1398.4099999999999,0.8016771488469602,2385,0.022920203735144314,9500,Moramanga,23.464971206254983
2019,1398.4099999999999,0.8016771488469602,2385,0.022920203735144314,10000,Moramanga,23.314096130817447
2019,1398.4099999999999,0.8016771488469602,2385,8.488964346349745e-4,10500,Moramanga,688.2847596841875
2019,1398.4099999999999,0.8016771488469602,2385,8.488964346349745e-4,11000,Moramanga,688.1338846087501
2019,1398.4099999999999,0.8016771488469602,2385,8.488964346349745e-4,11500,Moramanga,687.9830095333125
2019,1398.4099999999999,0.8016771488469602,2385,8.488964346349745e-4,12000,Moramanga,687.832134457875
2019,1398.4099999999999,0.8016771488469602,2385,8.488964346349745e-4,12500,Moramanga,687.6812593824375
2019,1398.4099999999999,0.8016771488469602,2385,8.488964346349745e-4,13000,Moramanga,687.5303843069998
2019,1398.4099999999999,0.8016771488469602,2385,8.488964346349745e-4,13500,Moramanga,687.3795092315623
2019,1398.4099999999999,0.8016771488469602,2385,8.488964346349745e-4,14000,Moramanga,687.2286341561248
2019,1398.4099999999999,0.8016771488469602,2385,8.488964346349745e-4,14500,Moramanga,687.0777590806873
2019,1398.4099999999999,0.8016771488469602,2385,8.488964346349745e-4,15000,Moramanga,686.9268840052497
2019,1398.4099999999999,0.8016771488469602,2385,0,15500,Moramanga,Inf
2019,1398.4099999999999,0.8016771488469602,2385,0,16000,Moramanga,Inf
