REF #,Date,Dog or Cat,Dog Name,Cat Name,Sex,Age (months),Distance Travelled (m),Owner Location,Vaccination Location,Commune,Previous Vaccination,Time Since Previous Vaccine,Last Vaccination Date,Spayed/Neutered
2096,18-Jun-20,cat,,Mimi,F,36,500,Ambohimalaza,Ambohimalaza Belavabary,Belavabary,,,,
2097,18-Jun-20,dog,Maromaso,,M,24,500,Ambohimalaza,Ambohimalaza Belavabary,Belavabary,,,,
2098,18-Jun-20,dog,Milou,,M,24,500,Ambohimalaza,Ambohimalaza Belavabary,Belavabary,,,,
2099,18-Jun-20,cat,,Minette,F,24,500,Ambohimalaza,Ambohimalaza Belavabary,Belavabary,,,,
2100,18-Jun-20,dog,Medor,,M,24,500,Ambohimalaza,Ambohimalaza Belavabary,Belavabary,,,,
2101,18-Jun-20,dog,Rex,,M,24,500,Ambohimalaza,Ambohimalaza Belavabary,Belavabary,,,,
2102,18-Jun-20,dog,Hercule,,M,24,500,Ambohimalaza,Ambohimalaza Belavabary,Belavabary,,,,
2103,18-Jun-20,cat,,Mimi,M,18,500,Ambohimalaza,Ambohimalaza Belavabary,Belavabary,,,,
2104,18-Jun-20,dog,Minty,,M,12,500,Ambohimalaza,Ambohimalaza Belavabary,Belavabary,,,,
2105,18-Jun-20,dog,Vanga,,M,12,500,Ambohimalaza,Ambohimalaza Belavabary,Belavabary,,,,
2106,18-Jun-20,cat,,Mimi,F,12,500,Ambohimalaza,Ambohimalaza Belavabary,Belavabary,,,,
2107,18-Jun-20,dog,Milou,,M,24,500,Ambohimalaza,Ambohimalaza Belavabary,Belavabary,,,,
2108,18-Jun-20,dog,Bobby,,M,24,500,Ambohimalaza,Ambohimalaza Belavabary,Belavabary,,,,
2109,18-Jun-20,cat,,Mara,M,24,500,Ambohimalaza,Ambohimalaza Belavabary,Belavabary,,,,
2110,18-Jun-20,cat,,Telovolo,F,24,500,Ambohimalaza,Ambohimalaza Belavabary,Belavabary,,,,
2111,18-Jun-20,cat,,Mainty,M,24,500,Ambohimalaza,Ambohimalaza Belavabary,Belavabary,,,,
2112,18-Jun-20,dog,Mainty orona,,M,24,500,Ambohimalaza,Ambohimalaza Belavabary,Belavabary,,,,
2113,18-Jun-20,dog,Menamaso,,F,24,500,Ambohimalaza,Ambohimalaza Belavabary,Belavabary,,,,
2114,18-Jun-20,dog,Mena,,M,24,500,Ambohimalaza,Ambohimalaza Belavabary,Belavabary,,,,
2115,18-Jun-20,cat,,Ikalamanga,F,24,500,Ambohimalaza,Ambohimalaza Belavabary,Belavabary,,,,
2116,18-Jun-20,cat,,Mara,M,24,500,Ambohimalaza,Ambohimalaza Belavabary,Belavabary,,,,
2117,18-Jun-20,dog,Chocolat,,F,24,500,Ambohimalaza,Ambohimalaza Belavabary,Belavabary,,,,
2118,18-Jun-20,cat,,Piso,F,24,500,Ambohimalaza,Ambohimalaza Belavabary,Belavabary,,,,
2119,18-Jun-20,dog,Boby,,M,12,500,Ambohimalaza,Ambohimalaza Belavabary,Belavabary,,,,
2120,18-Jun-20,cat,,Mimi,M,12,500,Ambohimalaza,Ambohimalaza Belavabary,Belavabary,,,,
2121,18-Jun-20,dog,Micky,,M,6,1500,Antanamandroso Est,Ambohimalaza Belavabary,Belavabary,,,,
2122,18-Jun-20,cat,,Minou,F,7,1500,Antanamandroso Est,Ambohimalaza Belavabary,Belavabary,,,,
2123,18-Jun-20,dog,Bobby,,M,48,500,Ambohimalaza,Ambohimalaza Belavabary,Belavabary,,,,
2124,18-Jun-20,dog,Milou,,M,48,500,Ambohimalaza,Ambohimalaza Belavabary,Belavabary,,,,
2125,18-Jun-20,dog,Tax,,M,48,500,Ambohimalaza,Ambohimalaza Belavabary,Belavabary,,,,
2126,18-Jun-20,dog,Dox,,M,48,500,Ambohimalaza,Ambohimalaza Belavabary,Belavabary,,,,
2127,18-Jun-20,cat,,Mimi,M,36,500,Ambohimalaza,Ambohimalaza Belavabary,Belavabary,,,,
2128,18-Jun-20,cat,,lili,F,36,500,Ambohimalaza,Ambohimalaza Belavabary,Belavabary,,,,
2129,18-Jun-20,cat,,Mimi,M,36,500,Ambohimalaza,Ambohimalaza Belavabary,Belavabary,,,,
2130,18-Jun-20,dog,Vanga,,M,24,500,Ambohimalaza,Ambohimalaza Belavabary,Belavabary,,,,
2131,18-Jun-20,cat,,Mimi,M,24,500,Ambohimalaza,Ambohimalaza Belavabary,Belavabary,,,,
2132,18-Jun-20,cat,,Minette,F,24,500,Ambohimalaza,Ambohimalaza Belavabary,Belavabary,,,,
2133,18-Jun-20,dog,Toupie,,F,96,500,Marovitsika,Ambohimalaza Belavabary,Belavabary,,,,
2134,18-Jun-20,dog,Milou,,M,24,500,Marovitsika,Ambohimalaza Belavabary,Belavabary,,,,
2135,18-Jun-20,dog,Balou,,M,24,500,Marovitsika,Ambohimalaza Belavabary,Belavabary,,,,
2136,18-Jun-20,dog,Bobby,,M,24,500,Marovitsika,Ambohimalaza Belavabary,Belavabary,,,,
2137,18-Jun-20,cat,,mimi,F,12,500,Marovitsika,Ambohimalaza Belavabary,Belavabary,,,,
2138,18-Jun-20,dog,Meca,,M,120,500,Marovitsika,Ambohimalaza Belavabary,Belavabary,,,,
2139,18-Jun-20,dog,Roxy,,M,36,500,Ambohimalaza,Ambohimalaza Belavabary,Belavabary,,,,
2140,18-Jun-20,dog,Bedor,,F,36,500,Ambohimalaza,Ambohimalaza Belavabary,Belavabary,,,,
2141,19-Jun-20,dog,Vanga,,M,12,500,Anosibe Ifody,Anosibe Ifody,Anosibe Ifody,,,,
2142,19-Jun-20,dog,MAromaso,,M,12,500,Anosibe Ifody,Anosibe Ifody,Anosibe Ifody,,,,
2143,19-Jun-20,cat,,Piso,F,7,500,Anosibe Ifody,Anosibe Ifody,Anosibe Ifody,,,,
2144,19-Jun-20,dog,Vanga,,M,12,800,Tsarafasina,Anosibe Ifody,Anosibe Ifody,,,,
2145,19-Jun-20,dog,Mavo,,M,12,800,Tsarafasina,Anosibe Ifody,Anosibe Ifody,,,,
2146,19-Jun-20,dog,Minty,,M,12,800,Tsarafasina,Anosibe Ifody,Anosibe Ifody,,,,
2147,19-Jun-20,cat,,Mimi,F,24,800,Tsarafasina,Anosibe Ifody,Anosibe Ifody,,,,
2148,19-Jun-20,cat,,Piso,F,12,800,Tsarafasina,Anosibe Ifody,Anosibe Ifody,,,,
2149,19-Jun-20,cat,,Minette,F,9,800,Ankarefo,Anosibe Ifody,Anosibe Ifody,,,,
2150,19-Jun-20,cat,,Piso,M,9,800,Ankarefo,Anosibe Ifody,Anosibe Ifody,,,,
2151,19-Jun-20,cat,,Fotsy,M,9,800,Ankarefo,Anosibe Ifody,Anosibe Ifody,,,,
2152,19-Jun-20,dog,Toto,,M,36,800,Tsarafasina,Anosibe Ifody,Anosibe Ifody,,,,
2153,19-Jun-20,dog,Balou,,M,36,800,Tsarafasina,Anosibe Ifody,Anosibe Ifody,,,,
2154,19-Jun-20,cat,,Mimi,F,36,800,Tsarafasina,Anosibe Ifody,Anosibe Ifody,,,,
2155,19-Jun-20,cat,,Minette,F,36,800,Tsarafasina,Anosibe Ifody,Anosibe Ifody,,,,
2156,19-Jun-20,cat,,Mimi,F,36,800,Tsarafasina,Anosibe Ifody,Anosibe Ifody,,,,
2157,19-Jun-20,dog,Milou,,M,12,800,Tsarafasina,Anosibe Ifody,Anosibe Ifody,,,,
2158,19-Jun-20,cat,,Telovolo,F,12,800,Tsarafasina,Anosibe Ifody,Anosibe Ifody,,,,
2159,19-Jun-20,dog,Fotsy  ,,M,12,800,Tsarafasina,Anosibe Ifody,Anosibe Ifody,,,,
2160,19-Jun-20,dog,Mara,,M,12,800,Tsarafasina,Anosibe Ifody,Anosibe Ifody,,,,
2161,19-Jun-20,cat,,Mimi,M,6,800,Tsarafasina,Anosibe Ifody,Anosibe Ifody,,,,
2162,19-Jun-20,cat,,Minette,F,6,800,Tsarafasina,Anosibe Ifody,Anosibe Ifody,,,,
2163,19-Jun-20,dog,Mena,,M,24,800,Tsarafasina,Anosibe Ifody,Anosibe Ifody,,,,
2164,19-Jun-20,dog,Brutal,,M,24,800,Tsarafasina,Anosibe Ifody,Anosibe Ifody,,,,
2165,19-Jun-20,dog,Calme,,M,24,800,Tsarafasina,Anosibe Ifody,Anosibe Ifody,,,,
2166,19-Jun-20,cat,,Mimi,M,24,800,Tsarafasina,Anosibe Ifody,Anosibe Ifody,,,,
2167,19-Jun-20,cat,,Minette,F,24,800,Tsarafasina,Anosibe Ifody,Anosibe Ifody,,,,
2168,19-Jun-20,dog,Mainty  ,,M,12,800,Tsarafasina,Anosibe Ifody,Anosibe Ifody,,,,
2169,19-Jun-20,dog,Fotsy,,M,12,800,Tsarafasina,Anosibe Ifody,Anosibe Ifody,,,,
2170,19-Jun-20,dog,Mena,,M,12,800,Tsarafasina,Anosibe Ifody,Anosibe Ifody,,,,
2171,19-Jun-20,cat,,Mimi,M,12,800,Tsarafasina,Anosibe Ifody,Anosibe Ifody,,,,
2172,19-Jun-20,cat,,Piso,M,12,800,Tsarafasina,Anosibe Ifody,Anosibe Ifody,,,,
2173,19-Jun-20,dog,Toto,,M,6,500,Anosibe Ifody,Anosibe Ifody,Anosibe Ifody,,,,
2174,19-Jun-20,cat,,Mimi,F,6,500,Anosibe Ifody,Anosibe Ifody,Anosibe Ifody,,,,
2175,19-Jun-20,dog,Bemaso,,M,24,800,Ankarefo,Anosibe Ifody,Anosibe Ifody,,,,
2176,19-Jun-20,dog,Daka,,M,24,800,Ankarefo,Anosibe Ifody,Anosibe Ifody,,,,
2177,19-Jun-20,cat,,29,M,24,800,Ankarefo,Anosibe Ifody,Anosibe Ifody,,,,
2178,19-Jun-20,cat,,Minette,F,24,800,Ankarefo,Anosibe Ifody,Anosibe Ifody,,,,
2179,19-Jun-20,dog,Toupie,,M,18,600,Ankarefo,Anosibe Ifody,Anosibe Ifody,,,,
2180,19-Jun-20,cat,,Gabrielle,F,4,600,Ankarefo,Anosibe Ifody,Anosibe Ifody,,,,
2181,19-Jun-20,dog,Lava andilana,,M,17,800,Ankarefo,Anosibe Ifody,Anosibe Ifody,,,,
2182,19-Jun-20,dog,Mena,,M,48,800,Ankarefo,Anosibe Ifody,Anosibe Ifody,,,,
2183,19-Jun-20,dog,Mavo,,M,48,800,Ankarefo,Anosibe Ifody,Anosibe Ifody,,,,
2184,19-Jun-20,dog,Mena,,M,8,800,Tsarafasina,Anosibe Ifody,Anosibe Ifody,,,,
2185,19-Jun-20,dog,Mavo,,M,8,800,Tsarafasina,Anosibe Ifody,Anosibe Ifody,,,,
2186,19-Jun-20,dog,Minty,,M,8,800,Tsarafasina,Anosibe Ifody,Anosibe Ifody,,,,
2187,19-Jun-20,cat,,Mimi,M,8,800,Tsarafasina,Anosibe Ifody,Anosibe Ifody,,,,
2188,19-Jun-20,dog,Rocky,,M,18,800,Ankarefo,Anosibe Ifody,Anosibe Ifody,,,,
2189,19-Jun-20,dog,Bix,,M,18,800,Ankarefo,Anosibe Ifody,Anosibe Ifody,,,,
2190,19-Jun-20,dog,Sita,,F,18,800,Ankarefo,Anosibe Ifody,Anosibe Ifody,,,,
2191,19-Jun-20,dog,Mainty,,M,24,800,Ankarefo,Anosibe Ifody,Anosibe Ifody,,,,
2192,19-Jun-20,dog,Medor,,M,24,800,Ankarefo,Anosibe Ifody,Anosibe Ifody,,,,
2193,19-Jun-20,dog,Black,,M,24,800,Ankarefo,Anosibe Ifody,Anosibe Ifody,,,,
2194,19-Jun-20,cat,,Mimi,F,7,800,Ankarefo,Anosibe Ifody,Anosibe Ifody,,,,
2195,19-Jun-20,dog,Pida,,M,14,800,Ankarefo,Anosibe Ifody,Anosibe Ifody,,,,
2196,19-Jun-20,dog,Docky,,M,14,800,Ankarefo,Anosibe Ifody,Anosibe Ifody,,,,
2197,19-Jun-20,dog,Kamolahy,,M,12,800,Ankarefo,Anosibe Ifody,Anosibe Ifody,,,,
2198,19-Jun-20,dog,Bobby,,M,8,800,Ankarefo,Anosibe Ifody,Anosibe Ifody,,,,
2199,19-Jun-20,dog,Patsa,,M,8,800,Ankarefo,Anosibe Ifody,Anosibe Ifody,,,,
2200,19-Jun-20,cat,,Minette,F,6,800,Ankarefo,Anosibe Ifody,Anosibe Ifody,,,,
2201,19-Jun-20,cat,,Mi,F,6,800,Ankarefo,Anosibe Ifody,Anosibe Ifody,,,,
2202,19-Jun-20,dog,Ganofa,,M,24,800,Ankarefo,Anosibe Ifody,Anosibe Ifody,,,,
2203,19-Jun-20,cat,,Minette,F,24,800,Ankarefo,Anosibe Ifody,Anosibe Ifody,,,,
2204,19-Jun-20,dog,Micky,,M,13,800,Ankarefo,Anosibe Ifody,Anosibe Ifody,,,,
2205,19-Jun-20,dog,Masika,,M,9,500,Anosibe Ifody,Anosibe Ifody,Anosibe Ifody,,,,
2206,19-Jun-20,dog,Bemaso,,M,8,500,Anosibe ifody,Anosibe Ifody,Anosibe Ifody,,,,
2207,19-Jun-20,dog,Vanga,,M,8,500,Anosibe ifody,Anosibe Ifody,Anosibe Ifody,,,,
2208,19-Jun-20,cat,,Mimi,M,6,500,Anosibe ifody,Anosibe Ifody,Anosibe Ifody,,,,
2209,19-Jun-20,cat,,Mimi,F,6,500,Anosibe ifody,Anosibe Ifody,Anosibe Ifody,,,,
2210,19-Jun-20,cat,,Mimi,F,6,500,Anosibe ifody,Anosibe Ifody,Anosibe Ifody,,,,
2211,19-Jun-20,dog,Fotsy,,M,36,500,Anosibe ifody,Anosibe Ifody,Anosibe Ifody,,,,
2212,19-Jun-20,dog,Medor,,M,36,500,Anosibe ifody,Anosibe Ifody,Anosibe Ifody,,,,
2213,19-Jun-20,dog,Blacky,,M,36,500,Anosibe ifody,Anosibe Ifody,Anosibe Ifody,,,,
2214,19-Jun-20,cat,,Mimi,M,36,500,Anosibe ifody,Anosibe Ifody,Anosibe Ifody,,,,
2215,19-Jun-20,cat,,Minette,F,36,500,Anosibe ifody,Anosibe Ifody,Anosibe Ifody,,,,
2216,19-Jun-20,dog,Menamasoa,,M,7,500,Anosibe ifody,Anosibe Ifody,Anosibe Ifody,,,,
2217,19-Jun-20,dog,Fotsy rambo,,M,7,500,Anosibe ifody,Anosibe Ifody,Anosibe Ifody,,,,
2218,19-Jun-20,cat,,Mimi,F,8,500,Anosibe ifody,Anosibe Ifody,Anosibe Ifody,,,,
2219,19-Jun-20,dog,Vanga,,M,12,500,Anosibe ifody,Anosibe Ifody,Anosibe Ifody,,,,
2220,19-Jun-20,dog,Mavo,,M,12,500,Anosibe ifody,Anosibe Ifody,Anosibe Ifody,,,,
2221,19-Jun-20,cat,,Mimi,F,12,500,Anosibe ifody,Anosibe Ifody,Anosibe Ifody,,,,
2222,19-Jun-20,cat,,Mimi,F,12,500,Anosibe ifody,Anosibe Ifody,Anosibe Ifody,,,,
2223,19-Jun-20,dog,Roxy,,F,13,800,Anosibe ifody,Anosibe Ifody,Anosibe Ifody,,,,
2224,19-Jun-20,dog,Fotsy,,M,24,500,Anosibe Ifody,Anosibe Ifody,Anosibe Ifody,,,,
2225,19-Jun-20,dog,Mainty,,M,24,500,Anosibe Ifody,Anosibe Ifody,Anosibe Ifody,,,,
2226,19-Jun-20,cat,,Mi,M,24,500,Anosibe Ifody,Anosibe Ifody,Anosibe Ifody,,,,
2227,19-Jun-20,cat,,Bemaso,F,24,500,Anosibe Ifody,Anosibe Ifody,Anosibe Ifody,,,,
2228,07-Dec-19,dog,Poussi,,F,12,50,Ampitambe,Analalava,Ambohibary,,,,
2229,12-Dec-19,dog,Tox,,M,12,50,Ampitambe,Ampitambe,Ambohibary,,,,
2230,15-Dec-19,dog,Bobby,,M,18,5,Ampahitra,Ambohibary,Ambohibary,,,,
2231,17-Dec-19,dog,Totoh,,M,12,200,Ambarilava,Ambarilava,Moramanga,,,,
2232,17-Dec-19,cat,,Mimi,M,5,200,Ambarilava,Ambarilava,Moramanga,,,,
2233,17-Dec-19,dog,Toto ,,M,12,50,Ambarilava,Ambarilava,Moramanga,,,,
2234,17-Dec-19,dog,Milou,,M,12,50,Ambarilava,Ambarilava,Moramanga,,,,
2235,17-Dec-19,dog,Bixi,,M,5,0,Ambarilava,Ambarilava,Moramanga,,,,
2236,17-Dec-19,dog,Pidah,,M,5,0,Ambarilava,Ambarilava,Moramanga,,,,
2237,17-Dec-19,cat,,Minou,M,12,0,Ambarilava,Ambarilava,Moramanga,,,,
2238,17-Dec-19,dog,Blacky,,M,48,5,Ambarilava,Ambarilava,Moramanga,,,,
2239,17-Dec-19,dog,Roxy,,F,12,5,Ambarilava,Ambarilava,Moramanga,,,,
2240,17-Dec-19,dog,Mainty vava,,F,60,250,Ambarilava,Ambarilava,Moramanga,,,,
2241,17-Dec-19,dog,Ramlahy,,M,48,250,Ambarilava,Ambarilava,Moramanga,,,,
2242,17-Dec-19,dog,Blacky,,M,4,200,Ambarilava,Ambarilava,Moramanga,,,,
2243,17-Dec-19,dog,Dadanony,,F,24,150,Ambarilava,Ambarilava,Moramanga,,,,
2244,17-Dec-19,dog,Mavo,,F,24,20,Ambarilava,Ambarilava,Moramanga,,,,
2245,17-Dec-19,cat,,Mimi,F,24,20,Ambarilava,Ambarilava,Moramanga,,,,
2246,17-Dec-19,dog,Pitou,,F,12,150,Ambarilava,Ambarilava,Moramanga,,,,
2247,17-Dec-19,dog,Pico,,F,24,200,Ambarilava,Ambarilava,Moramanga,,,,
2248,17-Dec-19,dog,Bordo,,M,156,200,Ambarilava,Ambarilava,Moramanga,,,,
2249,17-Dec-19,dog,Balto,,M,18,20,Ambarilava,Ambarilava,Moramanga,,,,
2250,17-Dec-19,dog,Micky,,F,18,100,Ambarilava,Ambarilava,Moramanga,,,,
2251,17-Dec-19,dog,Portos,,F,36,100,Ambarilava,Ambarilava,Moramanga,,,,
2252,17-Dec-19,dog,Standy,,M,48,100,Ambarilava,Ambarilava,Moramanga,,,,
2253,17-Dec-19,dog,Tops,,F,36,500,Ambarilava,Ambarilava,Moramanga,YES,20,01-Apr-18,
2254,02-Dec-19,cat,,Minou,F,4,300,Ampitambe,Ampiambe,Ambohibary,,,,
2255,02-Dec-19,cat,,Mimie,F,7,300,Ampitambe,Ampiambe,Ambohibary,,,,
2256,02-Dec-19,cat,,mimi,M,12,500,Ampitambe,Ampiambe,Ambohibary,,,,
2257,02-Dec-19,cat,,Pisokely,F,4,200,Ampitambe,Ampiambe,Ambohibary,,,,
2258,02-Dec-19,cat,,Piso ,M,48,500,Ampitambe,Ampiambe,Ambohibary,,,,
2259,02-Dec-19,cat,,mimi,F,4,700,Ampitambe,Ampiambe,Ambohibary,,,,
2260,02-Dec-19,cat,,Mimi,F,4,700,Ampitambe,Ampiambe,Ambohibary,,,,
2261,02-Dec-19,cat,,Mimi,F,4,700,Ampitambe,Ampiambe,Ambohibary,,,,
2262,02-Dec-19,cat,,Mimi,F,12,700,Ampitambe,Ampiambe,Ambohibary,,,,
2263,02-Dec-19,cat,,Mimi,F,36,500,Ampitambe,Ampiambe,Ambohibary,,,,
2264,02-Dec-19,cat,,Pelika,F,4,500,Ampitambe,Ampiambe,Ambohibary,,,,
2265,02-Dec-19,cat,,Midor,F,5,500,Ampitambe,Ampiambe,Ambohibary,,,,
2266,02-Dec-19,dog,Medor,,M,5,1000,Ampitambe,Ampiambe,Ambohibary,,,,
2267,02-Dec-19,dog,Milou,,M,5,1000,Ampitambe,Ampiambe,Ambohibary,,,,
2268,02-Dec-19,cat,,Mara,F,12,1000,Ampitambe,Ampiambe,Ambohibary,,,,
2269,02-Dec-19,cat,,Mavo,M,12,1000,Ampitambe,Ampiambe,Ambohibary,,,,
2270,02-Dec-19,dog,Rex,,M,24,700,Ampitambe,Ampiambe,Ambohibary,,,,
2271,02-Dec-19,dog,Roxie,,F,12,700,Ampitambe,Ampiambe,Ambohibary,,,,
2272,02-Dec-19,dog,Bitika,,M,12,800,Ampitambe,Ampiambe,Ambohibary,,,,
2273,02-Dec-19,dog,Boby,,M,7,800,Ampitambe,Ampiambe,Ambohibary,,,,
2274,02-Dec-19,dog,Borosy,,M,12,400,Ampitambe,Ampiambe,Ambohibary,,,,
2275,02-Dec-19,cat,,Minette,F,24,500,Ampitambe,Ampiambe,Ambohibary,,,,
2276,02-Dec-19,cat,,Mina,F,12,500,Ampitambe,Ampiambe,Ambohibary,,,,
2277,02-Dec-19,cat,,Mimi,F,24,900,Ampitambe,Ampiambe,Ambohibary,,,,
2278,02-Dec-19,cat,,Mimi,M,8,900,Ampitambe,Ampiambe,Ambohibary,,,,
2279,02-Dec-19,cat,,mimi,M,8,900,Ampitambe,Ampiambe,Ambohibary,,,,
2280,02-Dec-19,dog,Vanga mena,,M,12,,Ampitambe,Ampiambe,Ambohibary,,,,
2281,02-Dec-19,dog,Fotsy tratra,,F,48,500,Ampitambe,Ampiambe,Ambohibary,,,,
2282,02-Dec-19,dog,Kafotsy,,F,48,800,Ampitambe,Ampiambe,Ambohibary,,,,
2283,02-Dec-19,dog,Kavanga,,M,4,300,Ampitambe,Ampiambe,Ambohibary,,,,
2284,02-Dec-19,dog,Totosy,,F,4,20,Ampitambe,Ampiambe,Ambohibary,,,,
2285,02-Dec-19,dog,Tonga ho azy,,M,96,700,Ampitambe,Ampiambe,Ambohibary,,,,
2286,02-Dec-19,dog,Milou,,M,24,300,Ampitambe,Ampiambe,Ambohibary,,,,
2287,02-Dec-19,dog,Rocky,,M,36,300,Ampitambe,Ampiambe,Ambohibary,,,,
2288,02-Dec-19,dog,Jaguar,,M,60,300,Ampitambe,Ampiambe,Ambohibary,,,,
2289,02-Dec-19,dog,Rex,,F,24,700,Ampitambe,Ampiambe,Ambohibary,,,,
2290,02-Dec-19,dog,Bill,,M,24,100,Ampitambe,Ampiambe,Ambohibary,,,,
2291,02-Dec-19,dog,Carat,,F,24,700,Ampitambe,Ampiambe,Ambohibary,,,,
2292,02-Dec-19,dog,Bondosy,,F,4,700,Ampitambe,Ampiambe,Ambohibary,,,,
2293,02-Dec-19,dog,Rocky,,M,72,400,Ampitambe,Ampiambe,Ambohibary,,,,
2294,02-Dec-19,dog,Dox,,F,12,100,Ampitambe,Ampiambe,Ambohibary,,,,
2295,02-Dec-19,dog,Kapsily,,M,36,100,Ampitambe,Ampiambe,Ambohibary,,,,
2296,02-Dec-19,dog,Dax,,F,12,100,Ampitambe,Ampiambe,Ambohibary,,,,
2297,02-Dec-19,cat,,Mimi,F,6,500,Ampitambe,Ampiambe,Ambohibary,,,,
2298,02-Dec-19,cat,,mimi,F,4,700,Ampitambe,Ampiambe,Ambohibary,,,,
2299,02-Dec-19,cat,,mimi,F,6,300,Ampitambe,Ampiambe,Ambohibary,,,,
2300,04-Dec-19,cat,,Mino,M,24,0,Tanambao,Tanambao,Ambohibary,,,,
2301,05-Dec-19,dog,Mbitsika,,F,7,100,Analalava,Analalava,Ambohibary,,,,
2302,05-Dec-19,dog,Boule,,M,12,100,Analalava,Analalava,Ambohibary,,,,
2303,05-Dec-19,dog,Vigo,,M,7,10,Analalava,Analalava,Ambohibary,,,,
2304,05-Dec-19,dog,Tarzan,,M,7,10,Analalava,Analalava,Ambohibary,,,,
2305,05-Dec-19,dog,Tox,,F,36,,Analalava,Analalava,Ambohibary,,,,
2306,05-Dec-19,cat,,Rapiso,F,24,80,Analalava,Analalava,Ambohibary,,,,
2307,05-Dec-19,cat,,Mimi,F,36,80,Analalava,Analalava,Ambohibary,YES,17,01-Jul-18,YES
2308,05-Dec-19,dog,Bill ,,M,5,70,Analalava,Analalava,Ambohibary,,,,
2309,05-Dec-19,dog,Boule,,M,5,70,Analalava,Analalava,Ambohibary,,,,
2310,05-Dec-19,dog,Dog ,,M,12,80,Analalava,Analalava,Ambohibary,,,,
2311,05-Dec-19,dog,Roxie,,F,12,80,Analalava,Analalava,Ambohibary,,,,
2312,05-Dec-19,dog,Vongany,,M,36,100,Analalava,Analalava,Ambohibary,,,,
2313,05-Dec-19,dog,Medor,,M,7,700,Analalava,Analalava,Ambohibary,,,,
2314,05-Dec-19,cat,,Bemaso,F,12,700,Analalava,Analalava,Ambohibary,,,,
2315,05-Dec-19,cat,,Bekibo,F,24,700,Analalava,Analalava,Ambohibary,,,,
2316,05-Dec-19,cat,,Mimi,M,24,50,Analalava,Analalava,Ambohibary,,,,
2317,05-Dec-19,cat,,Mimie,M,12,50,Analalava,Analalava,Ambohibary,,,,
2318,05-Dec-19,cat,,Mimi,M,12,50,Analalava,Analalava,Ambohibary,,,,
2319,05-Dec-19,dog,Demerde,,M,48,70,Analalava,Analalava,Ambohibary,YES,17,01-Jul-18,YES
2320,05-Dec-19,dog,Maromaso,,F,84,70,Analalava,Analalava,Ambohibary,YES,17,01-Jul-18,YES
2321,05-Dec-19,dog,Mavitrika,,F,36,70,Analalava,Analalava,Ambohibary,YES,17,01-Jul-18,YES
2322,05-Dec-19,cat,,Mimi,F,36,70,Analalava,Analalava,Ambohibary,YES,17,01-Jul-18,YES
2323,05-Dec-19,dog,Balou,,M,24,30,Analalava,Analalava,Ambohibary,YES,17,01-Jul-18,YES
2324,05-Dec-19,cat,,Mimi,M,24,30,Analalava,Analalava,Ambohibary,YES,17,01-Jul-18,YES
2325,05-Dec-19,dog,Mafala,,M,36,700,Moramanga Ambony,Analalava,Ambohibary,,,,
2326,05-Dec-19,dog,Rex,,F,,700,Moramanga Ambony,Analalava,Ambohibary,,,,
2327,05-Dec-19,dog,Pocky,,M,24,700,Moramanga Ambony,Analalava,Ambohibary,,,,
2328,05-Dec-19,dog,Mica,,M,24,700,Moramanga Ambony,Analalava,Ambohibary,,,,
2329,05-Dec-19,dog,Mini,,F,36,700,Moramanga Ambony,Analalava,Ambohibary,,,,
2330,05-Dec-19,dog,Milou,,F,12,700,Moramanga Ambony,Analalava,Ambohibary,,,,
2331,05-Dec-19,dog,Voyou,,M,,700,Moramanga Ambony,Analalava,Ambohibary,,,,
2332,05-Dec-19,dog,Rambo,,M,24,600,Moramanga Ambony,Analalava,Ambohibary,,,,
2333,05-Dec-19,dog,Boby,,M,24,600,Moramanga Ambony,Analalava,Ambohibary,,,,
2334,05-Dec-19,dog,Pitosy,,F,48,500,Analalava,Analalava,Ambohibary,,,,
2335,05-Dec-19,dog,Micky,,F,24,500,Analalava,Analalava,Ambohibary,YES,20,01-Apr-18,
2336,05-Dec-19,dog,Boromy,,F,60,50,Analalava,Analalava,Ambohibary,,,,
2337,05-Dec-19,dog,Toto,,M,60,100,Analalava,Analalava,Ambohibary,,,,
2338,05-Dec-19,dog,Minosy,,M,12,50,Analalava,Analalava,Ambohibary,,,,
2339,05-Dec-19,dog,Medor,,M,24,50,Analalava,Analalava,Ambohibary,,,,
2340,05-Dec-19,dog,Mbotsy,,M,12,100,Analalava,Analalava,Ambohibary,YES,20,01-Apr-18,
2341,05-Dec-19,dog,Pitou,,F,12,100,Analalava,Analalava,Ambohibary,YES,20,01-Apr-18,
2342,05-Dec-19,dog,Bobby,,M,36,100,Analalava,Analalava,Ambohibary,YES,20,01-Apr-18,
2343,05-Dec-19,dog,Rocky,,M,36,1000,Analalava,Analalava,Ambohibary,YES,18,01-Jun-18,
2344,05-Dec-19,dog,Toto,,M,36,500,Analalava,Analalava,Ambohibary,YES,17,01-Jul-18,YES
2345,05-Dec-19,dog,Milou,,M,96,200,Analalava,Analalava,Ambohibary,YES,17,01-Jul-18,YES
2346,05-Dec-19,dog,Mbitrika,,F,24,200,Analalava,Analalava,Ambohibary,YES,17,01-Jul-18,YES
2347,05-Dec-19,dog,Maromaso,,M,18,30,Analalava,Analalava,Ambohibary,YES,17,01-Jul-18,YES
2348,05-Dec-19,dog,Sarogu,,M,72,100,Analalava,Analalava,Ambohibary,YES,17,01-Jul-18,YES
